--- ECM Fitting Parameter Table (DRTxECM Style) ---
Element,Freedom,Value,Error,Error%
R_ohm,Free +-5%,0.036382,1.2204e-04,0.34%
L_ind,Fixed,0.0,N/A,N/A
R_1,Fixed,0.0011,N/A,N/A
Q_1,Free +-5%,3.869,9.3570e-01,24.18%
n_1,Fixed,1.0,N/A,N/A
R_2,Free +-5%,0.01265,3.8240e-04,3.02%
Q_2,Free +-5%,1.8233,5.5738e-04,0.03%
n_2,Fixed,0.98,N/A,N/A
R_3,Free +-5%,0.0011199,5.5738e-04,49.77%
Q_3,Free +-5%,89.549,8.0830e-03,0.01%
n_3,Fixed,0.45,N/A,N/A

--- Merged Frequency Response Breakdown Data Block ---
Frequency (Hz),Z_raw_prime (Ohm),Z_raw_double_prime (Ohm),Magnitude_raw (Ohm),Theta_raw (deg),Total_Fitted_Z_prime (Ohm),Total_Fitted_Z_double_prime (Ohm),Magnitude_fitted (Ohm),Theta_fitted (deg),Branch_1_Z_prime (Ohm),Branch_1_Z_double_prime (Ohm),Branch_2_Z_prime (Ohm),Branch_2_Z_double_prime (Ohm),Branch_3_Z_prime (Ohm),Branch_3_Z_double_prime (Ohm)
372.8593950466492,0.03668573885165856,0.0012279185856449762,0.03670628310173971,1.9170473059819242,0.03664027553041041,0.0005241214460371165,0.036644023990748995,0.8195325606130288,0.03639295501737785,0.0001092268589216328,0.037496470797626684,0.00027277541767999406,0.05036484971540587,0.0001421191694354897
343.7909386864724,0.03670053135378413,0.001288431787606407,0.03672314063531885,2.0106356911325274,0.03665139602399711,0.0005587060826517828,0.03665565417496547,0.8733370295708537,0.036394863309970084,0.00011825470909737474,0.03749819455578767,0.00029530257663651187,0.05037233815823935,0.00014514879691789623
316.9886855288669,0.03671580916125267,0.0013532918632741722,0.03674074089117869,2.110884369610073,0.036663263995846886,0.0005958421307592134,0.03666810541429636,0.9310746096642213,0.03639709940585615,0.00012798966514747075,0.03750015129947861,0.0003196827533025529,0.050380013290512116,0.00014816971230918985
292.275960318301,0.03673975030182131,0.001419910658566287,0.03676717827789466,2.2132545348943795,0.03667596925255443,0.0006357200524191464,0.03668147844075217,0.9930324818692996,0.03639971787875513,0.00013847650848813455,0.037502375766149655,0.00034606667171992384,0.05038787560764964,0.00015117687221108799
269.4898615622848,0.03677812996366488,0.001488146512532173,0.03680822494588656,2.3170842946482058,0.036689615202077724,0.0006785418539916192,0.03669588918018136,1.0595137804075854,0.03640278173759108,0.0001497599102994057,0.03750490819501977,0.00037461690761633266,0.05039592526946687,0.00015416503607588086
248.48018771632127,0.036798039680388986,0.0015619725462244494,0.03683117541641376,2.4305844604212106,0.036704320789412395,0.0007245209590130033,0.03671147089442399,1.1308369657979942,0.03640636348646966,0.0001618834631569082,0.03750779522281947,0.0004055087182972562,0.05040416208012326,0.00015712877755883896
229.10844708444918,0.03681141937888952,0.0016393710789163836,0.03684790542517811,2.54994299641403,0.03672022261804174,0.0007738818218422205,0.0367283765254159,1.2073347088946549,0.0364105462240383,0.0001748884202435459,0.037511090925386154,0.00043893090380975097,0.05041258546861728,0.0001600624977889237
211.2469449088394,0.036845548844239594,0.0017106257076361891,0.036885237018960196,2.658158375529344,0.03673747724020303,0.0008268592167541449,0.03674678122147254,1.289352170908937,0.036415424742078185,0.00018881208357256533,0.03751485802810599,0.00047508669258782503,0.050421194470018846,0.0001629604405937546
194.7779416307136,0.036888812424266476,0.00178077586589395,0.03693177012759159,2.7637591972274533,0.03675626358247501,0.0008836971301194045,0.036766885007601065,1.3772445532734032,0.036421106563342895,0.00020368577854306874,0.03751916931148374,0.0005141946418804896,0.050429987707648366,0.00016581670969584625
179.5928767740024,0.036913516130399913,0.001844574814988802,0.036959574258335084,2.860700567329224,0.036776785451408535,0.000944647179115003,0.03678891553759018,1.4713737855263687,0.03642771283324139,0.00021953235169917487,0.03752410924174741,0.0005564895395397875,0.05043896337641973,0.00016862528787604057
165.59165333573944,0.036964129669242604,0.0019563157654941105,0.037015862188782014,3.029535902652822,0.03679927403642751,0.0010099664813208007,0.03681313083536199,1.5721042232040667,0.036435378948519496,0.00023636313423713184,0.03752977586033758,0.0006022232890066611,0.05044811922757042,0.00017138005807700764
152.6819779660272,0.03717173697780588,0.002278889996269519,0.03724152748696377,3.50824501159227,0.03682399029417835,0.0010799149086274484,0.036839821896904136,1.67979724636933,0.03644425476883023,0.00025417432889878844,0.037536282970342505,0.0006516657533338035,0.050457452555005604,0.0001740748263948564
140.7787525881722,0.03722174543874698,0.0023335951222253626,0.03729482537432445,3.587429392077079,0.036851227061168605,0.001154751679971337,0.03686931498354969,1.7948046895039835,0.036454504215360596,0.00027294280655771794,0.037543762662324336,0.0007051055265330396,0.050466960183483664,0.0001767033468805793
129.8035134486638,0.03718229919521117,0.00218179792380222,0.03724625639742213,3.3581741152465443,0.036881310702942705,0.0012347312849980573,0.036901973395919475,1.917461102519767,0.0364663040176898,0.00029262134587233806,0.03755236822638518,0.0007628505910801235,0.05047663845886772,0.00017925934804559584
119.6839138993269,0.03717992934841069,0.0022159724637621833,0.03724590823584468,3.4108684597276637,0.036914602073776726,0.0013200987893939838,0.03693819848177548,2.048074947855618,0.036479841331616844,0.0003131334198164977,0.03756227750149852,0.00082522880864003,0.05048648324066135,0.0001817365609374561
110.35324750224572,0.037192075480211036,0.002373918973043838,0.03726776046150738,3.6521563585175096,0.03695149653986323,0.001411084655881091,0.03697842961026858,2.1869189850532287,0.03649530992610592,0.0003343677307432396,0.03757369671672054,0.0008925881765145541,0.05049648989703676,0.00018412874862329723
101.75000831386082,0.03724073957006479,0.002466644885640546,0.03732233943253351,3.7894577822430726,0.036992422823989686,0.0015078993235319578,0.03702314285360903,2.334220281403911,0.0365129046400721,0.00035617282221823515,0.037586864881368316,0.0009652967644232924,0.05050665330254926,0.0001864297368904304
93.81748544971504,0.0373289350842468,0.0025561096636990198,0.03741634791286781,3.917230312214526,0.03703784047722775,0.0016107279175613643,0.0370728481727663,2.490150504844656,0.03653281385664944,0.00037835224719421083,0.03760205878186425,0.001043742224421117,0.05051696783871405,0.00018863344594603645
86.50338925730082,0.037441333258377896,0.0026810349544194186,0.03753720001001318,4.09574746847634,0.03708823589158825,0.0017197255989560409,0.03712808502583725,2.6548173775755526,0.03655520985332479,0.00040066093566565244,0.037619598640664574,0.0011283307404184083,0.05052742739759888,0.0001907339228719802
79.75950663281002,0.037518225391867346,0.0028075188763674293,0.037623123193006175,4.279513072209418,0.037144116953589636,0.0018350141833417652,0.037189416522916977,2.8282583500969514,0.03658023707891936,0.00042280355645714964,0.03763985448611011,0.0012194852523177947,0.05053802538856016,0.00019272537456682077
73.54138320970303,0.03754835091340486,0.00292525557853546,0.03766212655328884,4.454708052997219,0.0372060067104721,0.001956680722928221,0.037257422546268196,3.010437627822609,0.036607998692969254,0.00044443576931022313,0.03766325326928269,0.0013176427527321571,0.05054875474822015,0.00019460220088584078
67.80803032414453,0.03760328889906034,0.0030186082185145744,0.037724253890608336,4.5895834191130875,0.03727443676906085,0.002084778703851934,0.03733269262583065,3.201247561301338,0.03663854207275078,0.0004651692648215188,0.037690286742560496,0.0014232504113584716,0.050559607953749565,0.00019635902767194385
62.521654825679896,0.03770850981119002,0.0030929275481445927,0.03783514124459807,4.689018169562189,0.03734994153515252,0.002219332308918791,0.03741581976352679,3.400515009761215,0.03667184441428869,0.0004845813360244132,0.03772152008138028,0.0015367602335382162,0.05057057703948354,0.00019799073935616147
57.64740995211587,0.03781633593058455,0.003204286352289355,0.03795184731000967,4.843266456308125,0.0374330547571006,0.0023603437883241945,0.03750739675380274,3.6080125456663743,0.03670779995846936,0.0005022293712813499,0.037757601181771086,0.001658621906246047,0.050581653616860144,0.00019949251079679758
53.153165626421305,0.03792696403968139,0.003347382206317605,0.03807439518761207,5.0437782647645335,0.037524310055802965,0.0025078033563920936,0.03760801673630726,3.8234732885752134,0.0367462106614715,0.000517670089621896,0.0377992704967016,0.0017892734287488215,0.05059282889762986,0.00020085983802137602
49.00929666148998,0.03802039675404406,0.0034852058898378405,0.0381798013277896,5.237480331955547,0.037624247081221925,0.0026617002344775315,0.03771827960773203,4.046606844218047,0.036786782182448,0.0005304825967601905,0.037847371178531444,0.0019291290701814305,0.05060409372024247,0.00020208856753591064
45.18848747665168,0.03812529185346391,0.003623376195433636,0.03829708518889443,5.429007056536485,0.03773342452343891,0.0028220326037078284,0.037838805402423195,4.2771125037203115,0.03682912677755459,0.0005402935314287012,0.03790285916660871,0.002078564148407272,0.050615438579275605,0.00020317492387185527
41.66555203866144,0.03829809089269007,0.0037596639714949152,0.038482188596847065,5.606672962673444,0.037852440371943255,0.0029888134968786423,0.037970254782271916,4.5146848531589505,0.03687277402229578,0.000546801868655347,0.03796681269192041,0.0022378960931707568,0.05062685365772705,0.00020411553505253886
38.41726784025205,0.03846243681642963,0.0038945921096571992,0.038659111391215986,5.781893633089239,0.03798195860595719,0.003162069259214316,0.038113355422275716,4.759006612163148,0.03691718928490199,0.0005498005481247593,0.038040440459102653,0.0024073612554115836,0.05063832886195254,0.00020490745567797302
35.422222821869504,0.03858873957729847,0.004026328737309237,0.03879822348079153,5.956657652279278,0.03812274007102661,0.003341827327878274,0.038268931529537274,5.00972414459189,0.03696179870515511,0.0005491921677983751,0.03812508750687963,0.002587086972730417,0.05064985385899186,0.00020554818734948188
32.66067422752833,0.038731931795741484,0.0041761209483511755,0.03895641830052177,6.153922345096299,0.038275673903365406,0.0035280908111422135,0.038437932274361916,5.266402763913224,0.037006018344561555,0.0005449965914282095,0.038222237442812904,0.0027770585235306067,0.05066141811599094,0.00020603569618339698
30.114418464392518,0.03889730022260792,0.00434597150819134,0.03913933357835447,6.375181956463224,0.0384418047800653,0.0037207986434462147,0.038621453847489,5.528461546121428,0.03704928443147398,0.0005373493855340533,0.038333509407195966,0.002977080830716517,0.05067301094139534,0.00020636842719564462
27.766671108221498,0.03907538335843063,0.004504322942850475,0.03933413924038261,6.575613649568447,0.03862235071943272,0.003919771772603749,0.03882074942404083,5.795090497898616,0.037091081424646684,0.0005264913107852591,0.03846064776722233,0.0031867351464425864,0.0506846215275637,0.00020654531537590322
25.60195626370017,0.03926826613946732,0.004661858145656827,0.03954402163374715,6.770363681503728,0.03881870622788647,0.004124647644751361,0.039037221614765374,6.065156124194225,0.03713096501529859,0.000512750351230724,0.03860550221816063,0.0034053315002101907,0.05069623899442724,0.00020656579331044647
23.60600455033805,0.039477248203352314,0.004847506485123,0.03977375321531013,7.000443094836646,0.03903242624727105,0.0043348069468159426,0.03927239297540726,6.33710423647997,0.037168578073671556,0.0004965186955773716,0.03876999573979442,0.003631858455982518,0.050707852433805066,0.00020642979525605312
21.76565904147997,0.03970223189466136,0.005034503715623896,0.040020162981678334,7.226909790586771,0.039265187465515494,0.004549297986473846,0.03952785168551169,6.608870908782348,0.03720365869205049,0.000478227513881642,0.03895607781949022,0.0038649327149796087,0.05071945095397478,0.00020613775761259552
20.068788536396976,0.03994714458443077,0.005199516139855347,0.040284107642320106,7.415920993121225,0.03951872496908653,0.004766765188906886,0.03980517144226963,6.877813646248349,0.03723604061221655,0.0004583222732128368,0.039165660632776426,0.004102752299905827,0.05073102372409354,0.0002056906157882222
18.50420759376339,0.04019102183066082,0.005357589065274589,0.040546541114933644,7.592943146150992,0.03979474385757554,0.004985388998283323,0.040105806838340134,7.140675000456582,0.037265647225596166,0.0004372408133420091,0.03940053661391194,0.004343058387443844,0.05074256001806742,0.00020508979749746963
17.06160279939668,0.04042231588076937,0.00551126919235148,0.040796295288607544,7.763962611562193,0.04009480732757988,0.0052028450184499276,0.04043096796914171,7.393589967012433,0.03729248087284373,0.00041539564310885343,0.03966227719726076,0.00458311216276283,0.050754049257475384,0.0002043372125782437
15.731464782231033,0.04070477100625994,0.005662956202192352,0.04109680590532564,7.920303153749617,0.04042020495355046,0.005416290453429833,0.04078148073283928,7.632146385461019,0.03731660933101701,0.0003931611151864355,0.03995211456936414,0.004819694098785924,0.0507654810531693,0.0002034352394574742
14.505025530387234,0.041046093412309935,0.005812198921339467,0.041455559828728554,8.059600221045908,0.04077180752249749,0.0056223856157259396,0.0411576421659879,7.85150402597437,0.03733815123090126,0.0003708654441133399,0.04027081104640419,0.0050491334631761,0.05077684524519203,0.00020238670843650017
13.374200594138653,0.0413747265448061,0.005951360600317091,0.041800558484935205,8.185309084416845,0.04114991776587706,0.005817357130085402,0.04155908295568371,8.046572948549573,0.0373572618069273,0.0003487870346915552,0.04061852401826818,0.005267375213388743,0.05078813194068157,0.00020119488200510464
12.33153579478625,0.04170267682019753,0.00608457933013719,0.042144220951330594,8.301098714595579,0.04155412939450721,0.005997107096002284,0.04198465152000632,8.212245160622485,0.03737411996212017,0.00032715430471698604,0.04099467788292697,0.005470089358858425,0.05079933154946006,0.00019986343242687317
11.370158088158114,0.04203656436003211,0.006229991195844767,0.04249571194244691,8.430105961866257,0.04198320942057845,0.006157368611033743,0.042432335093231556,8.343666107640066,0.037388917220922184,0.0003061480903496627,0.04139785738261524,0.0056528241038164345,0.05081043481704101,0.0001983964168676456
10.483730258834981,0.0423893868252922,0.006344766282169904,0.042861593234498604,8.512731592293521,0.042435020050271284,0.006293902716434762,0.04289923237158062,8.436525149762147,0.03740184879943493,0.00028590576361722905,0.04182573839601034,0.005811198702454744,0.05082143285482601,0.00019679825036278932
9.66640914645512,0.04278190752999544,0.006406705116404442,0.04325895840578739,8.516906281984257,0.042906495588675306,0.006402725478818635,0.04338158892039487,8.487338361484213,0.03741310676927398,0.000266526314946106,0.04227507165209907,0.005941125486934966,0.05083231716730224,0.00019507367693756328
8.912807128734226,0.0431825585611479,0.006466106457096135,0.04366398855580498,8.516131249394675,0.043393686161411114,0.0064803475561345586,0.043874900605281625,8.493694296049297,0.03742287512784828,0.00024807581272653364,0.042741731357468664,0.006039044004200263,0.05084307967609416,0.00019322773920776157
8.217956607304107,0.04358179879472479,0.006533434603085145,0.04406879796292005,8.525834444064001,0.04389187349918903,0.006524003605786316,0.044374082326478874,8.454434974464762,0.037431326500789716,0.0002305928134376552,0.043220834257634864,0.00610214504555353,0.05085371274076444,0.00019126574679513052
7.57727726226746,0.044002716324923946,0.006575658253405977,0.044491328654439104,8.499246299780745,0.04439575519965207,0.006531846751999847,0.04487369052951902,8.369750647038025,0.03743862017236507,0.00021409343977054677,0.043706925850984964,0.0061285600683354865,0.05086420917630202,0.00018919324389381402
6.986545859617338,0.044441434004632095,0.006601416981292231,0.04492905254452806,8.449046004201328,0.04489968422322528,0.006503085128696889,0.04536818003332759,8.241177081600547,0.03744490114800487,0.00019857596122211963,0.0441942208079447,0.006117493191154209,0.05087456226727571,0.00018701597632056038
6.441868412497488,0.044851753000792326,0.006588928151121609,0.045333141534916,8.357235773422017,0.04539794187216473,0.0064380435027785515,0.045852170399798046,8.071496466530155,0.03745029998361013,0.000184024799931254,0.0446768761098832,0.006069278844474366,0.05088476577867139,0.00018473985837293182
5.939654512796079,0.04525082566035048,0.006545371829692711,0.045721757570464934,8.230547109958874,0.04588501711109564,0.006338142328956609,0.04632069562806296,7.864555086624713,0.03745493315711594,0.00017041394657935072,0.04514926999051161,0.005985357442570501,0.05089481396346809,0.00018237093980675721
5.476593663871678,0.04566274632825125,0.006477455977179806,0.04611988549611247,8.073783820141134,0.046355864146823425,0.006205797500692409,0.04676941375961804,7.625020406224056,0.03745890380085795,0.00015770981149391405,0.04560625877892355,0.0058681723159714465,0.05090470156704191,0.0001799153732270483
5.049633458401307,0.04607828160992004,0.006378396242387014,0.046517652291877244,7.88109752315791,0.04680611393931258,0.006044254279857498,0.047194759369017736,7.35810545243648,0.03746230265376003,0.0001458735596846535,0.046043387457034464,0.005721001338006699,0.05091442382851808,0.00017737938216614568
4.655959457503294,0.04650138199440974,0.006238492434606299,0.04691798498706711,7.641014558137299,0.04723222283119292,0.005857376350902206,0.04759403041655087,7.069288899535271,0.03746520912775017,0.00013486299004508497,0.04645703722422455,0.005547744130757548,0.05092397647921819,0.00017476923009957207
4.292976638501898,0.04689380925952784,0.006082530588708395,0.04728664214375505,7.390493289654927,0.04763155097014391,0.005649414391120373,0.04796540973226451,6.764055585592508,0.037467692412210464,0.00012463402224165647,0.046844502819560284,0.0053526891782541474,0.050933355738373154,0.00017209119062456927
3.9582922890410552,0.047248593222181605,0.005917593227109847,0.047617722237384696,7.138769585328187,0.04800237259547821,0.005424777796147315,0.04830792884126466,6.44767570290492,0.03746981256373557,0.00011514185289534811,0.04720400172545113,0.005140284424252753,0.0509425583062915,0.00016935151899921455
3.649700234788489,0.04758233563054606,0.005749813455891611,0.04792847816106292,6.8901712275221,0.04834382783468594,0.005187829049855125,0.04862138685763988,6.1250332555191624,0.03747162154659127,0.00010634183774246961,0.04753462493290688,0.004914930786900702,0.05095158135518778,0.0001665564252119529
3.3651662967623244,0.04790052424802983,0.005577440934070879,0.048224144063001705,6.6414986404033725,0.04865583040022626,0.004942714074320499,0.048906239421530544,5.800507073472235,0.037473164202833274,9.819015007538127e-05,0.04783624367950581,0.004680811875522191,0.05096042251788716,0.00016371204872292678
3.102814882417688,0.04823547002174982,0.005390699586188657,0.048535762178497414,6.376801059710888,0.04893894730410999,0.004693235243135861,0.04916347241887891,5.477901761366527,0.03747447914091215,9.064425892031621e-05,0.048109388288568394,0.00444176654922538,0.050969079874629446,0.00016082443499016423
2.8609166221043556,0.04856415081375076,0.005183980060670284,0.04884004907378939,6.092965541768094,0.04919426588666502,0.004442767812700624,0.04939447319250871,5.1604219343137485,0.037475599538540634,8.36632637326809e-05,0.04835511440992488,0.00420120503510195,0.05097755193819949,0.00015789951386599283
2.63787696939736,0.048855098964510874,0.0049337723611638795,0.049103592582864404,5.766627991424585,0.049423260914883076,0.0041942160594882535,0.04960090894141234,4.850680971763914,0.037476553860318514,7.720811623270717e-05,0.04857486941695322,0.003962064863333157,0.05098583763761133,0.00015494307992238902
2.4322256901561614,0.04911345393951174,0.004673861815220614,0.049335345768893916,5.436158443061122,0.04962767113688221,0.00395000264904349,0.04978461874312167,4.550734992124558,0.03747736649366336,7.124175453576716e-05,0.048770368342648314,0.003726800119768992,0.05099393630057053,0.0001519607747387307
2.242607171026289,0.049343531104658195,0.004425578781853319,0.04954159675899396,5.1250961109434074,0.04980939122780447,0.0037120835675781786,0.04994752265024933,4.262133362770644,0.03747805830843466,6.572917000444923e-05,0.04894348528443605,0.0034973963264118575,0.05100184763493375,0.00014895807116187197
2.0677714834989804,0.04952439630499881,0.004198331963064922,0.049702030347327585,4.845550187195411,0.049970382030385854,0.0034819809667743073,0.05009154890513656,3.985978345536512,0.03747864714661486,6.063742324529627e-05,0.04909616317439427,0.0032754032840021656,0.051009571709376714,0.0001459402595268456
1.906566144624823,0.04966114203112516,0.003995071045018804,0.04982157786030401,4.599347092336877,0.05011259963364863,0.003260827087296029,0.05021857858736748,3.7229880465619445,0.03747914824879007,5.593562233461007e-05,0.04923034245138668,0.0030619790291544365,0.05101710893347187,0.0001429124358069823
1.7579285200696377,0.04983792248979355,0.0037584521507827715,0.04997944057978634,4.312711865504739,0.050237942201601736,0.0030494136531395667,0.05033040592206098,3.473558410815559,0.037479574624153855,5.1594873609352625e-05,0.04934790754008238,0.00285793928788529,0.05102446003736549,0.00013987949164492386
1.6208788194350021,0.050030751127476715,0.0034977437595396267,0.050152869008531414,3.9991484998893947,0.05034821248927556,0.0028482424720354753,0.050428711921332574,3.237821404395525,0.03747993737048319,4.758821312013738e-05,0.04945064906756102,0.0026638081527143856,0.05103162605123134,0.00013684610620095258
1.4945136376699386,0.05012054590138808,0.003277039630262459,0.0502275632515799,3.740854470263077,0.050445093532084526,0.002657574241798644,0.050515048869732154,3.0156976798764097,0.037480245950110104,4.3890525035226594e-05,0.0495402392973104,0.002479866977021156,0.051038608284664014,0.00013381673974226124
1.378,0.050161,0.00308333,0.05025567475309529,3.5174697356060225,0.050530134917645166,0.0024774736424890923,0.05059083326497648,2.806942902772922,0.03748050842740745,4.047845183550784e-05,0.04961821818407662,0.0023061995617673753,0.051045408306161076,0.000130795628886209
